accession	fastq_ftp	fastq_md5	host_tax_id	instrument_platform	instrument_model	host_sex	library_layout	library_selection	project_name	run_accession	sample_accession	sample_title	sex	scientific_name
SAMEA3542244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/005/SRR6507185/SRR6507185.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/005/SRR6507185/SRR6507185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/005/SRR6507185/SRR6507185_2.fastq.gz	ac8a3c4d966c63211f7a4bc1b7bb5a2c;e031cd2d813de1bece5edace2e9df5da;121f9de54ad21113a744dec83f99d289		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507185	SAMEA3542244	Yakutian horse	male	Equus caballus
SAMN06017631	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/006/SRR6507186/SRR6507186.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/006/SRR6507186/SRR6507186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/006/SRR6507186/SRR6507186_2.fastq.gz	aae874e312c10eb625d9968d9593baa7;6ded96538521b2de40707611134af646;1aac34422c424de9f94b9af193d841a0		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507186	SAMN06017631	Blood sample from Equus caballus breed Warmblood Westphalian WF02	male	Equus caballus
SAMEA3542237	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/007/SRR6507187/SRR6507187.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/007/SRR6507187/SRR6507187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/007/SRR6507187/SRR6507187_2.fastq.gz	34d38befc16c80a387327ef8b84b4e9d;30927431f0ab7ee44dc3c148dac5026e;b599c6264bfd0f8557108e432ad86f64		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507187	SAMEA3542237	Yakutian horse	male	Equus caballus
SAMN07570052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/008/SRR6507188/SRR6507188.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/008/SRR6507188/SRR6507188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/008/SRR6507188/SRR6507188_2.fastq.gz	9a992157069d0358b42e171511970841;95cbb6520ef285a2ac3a5902a757b577;e115bbd1c9894ee5ef15c7e83e2b9ffc		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507188	SAMN07570052	Blood sample from Equus caballus breed Shetland Pony Ulan	male	Equus caballus
SAMN06017577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/009/SRR6507189/SRR6507189.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/009/SRR6507189/SRR6507189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/009/SRR6507189/SRR6507189_2.fastq.gz	cbf80314235f34b33258b971348ccccd;364bd4d1990d6d171434c9cc7450fa08;38b22a2e67e182ad4bc34f68e0a56d64		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507189	SAMN06017577	Blood sample from Equus caballus breed Warmblood Westphalian WF01	male	Equus caballus
SAMN06017555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6507190/SRR6507190.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6507190/SRR6507190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/000/SRR6507190/SRR6507190_2.fastq.gz	e2d3610c08a37221448c7dc951f6b313;9ff5b7b50e43da3c10b24e8152aca73a;ef83198c4279d85daf69fa6e03a2b537		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507190	SAMN06017555	Blood sample from Equus caballus breed Warmblood Trakehner TRA01	male	Equus caballus
SAMN06017576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6507191/SRR6507191.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6507191/SRR6507191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/001/SRR6507191/SRR6507191_2.fastq.gz	d911100e67be8ab2f5b87a754963a83d;d31b50dcf1e472f1c272dafc6ac948ed;2e725760684af609330932b6400c4799		ILLUMINA	Illumina HiSeq 2000		PAIRED	RANDOM		SRR6507191	SAMN06017576	Blood sample from Equus caballus breed Warmblood Trakehner TRA02	male	Equus caballus
SAMN07945745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/004/SRR6508244/SRR6508244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/004/SRR6508244/SRR6508244_2.fastq.gz	6b9fa2fb466d0637e6954081555def33;0f685af3e9aab35e561ef1cc4c83c2ce		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6508244	SAMN07945745	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/005/SRR6508245/SRR6508245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/005/SRR6508245/SRR6508245_2.fastq.gz	ae0986c693a80c134b6ca24fbb26eede;3ce7baea70b0a37d26f94f829d9b92e1		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6508245	SAMN07945745	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945745	ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/006/SRR6508246/SRR6508246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR650/006/SRR6508246/SRR6508246_2.fastq.gz	ce155b77417a68ad27bb11b8fb14c070;cc0bc56034f4fdb53c7293dd753c08a4		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6508246	SAMN07945745	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR659/008/SRR6599538/SRR6599538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR659/008/SRR6599538/SRR6599538_2.fastq.gz	7a0402d2f83c544ee95fc98f787126a2;b958a1925c7ebc4fb430acb12b651a1a		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6599538	SAMN07945736	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR660/008/SRR6607268/SRR6607268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR660/008/SRR6607268/SRR6607268_2.fastq.gz	054d17f7b33d8b6a74eff427bcd45418;515c51fcace4f825fad0c87788fbeca8		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6607268	SAMN07945736	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR661/005/SRR6619605/SRR6619605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR661/005/SRR6619605/SRR6619605_2.fastq.gz	d48b38cdcbfc067ccb7be9f5ac6d9c45;02a5874667ea33ecfe245529f7767673		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6619605	SAMN07945736	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650581/SRR6650581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650581/SRR6650581_2.fastq.gz	705d50857801474f8def08bb7ec386f9;e7692add677dc7865213683b5490e4bf		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650581	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650582/SRR6650582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650582/SRR6650582_2.fastq.gz	dda39e750783691f236655ab50421267;9cd19d87be0f5df8df38d2944b7c1f2f		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650582	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650583/SRR6650583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650583/SRR6650583_2.fastq.gz	a67f3dc7c0a0b9b40d0d83d855d445aa;1ee081834ab943d36135c314cb137fd3		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650583	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650584/SRR6650584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650584/SRR6650584_2.fastq.gz	498371928f7eac2e7e76bfde7712314e;b33b2cc3445c7bab87e1d1432c03ec64		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650584	SAMN07945741	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650585/SRR6650585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650585/SRR6650585_2.fastq.gz	0e6f5600895ae228cf49e64bf50f5142;c1425854fc5a32867c6a3a0bddad82ef		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650585	SAMN07945741	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650586/SRR6650586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650586/SRR6650586_2.fastq.gz	7c46f79713bbc1bad30412b40372e207;8ed75c4c5dc3127da3b3e7c27bab521d		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650586	SAMN07945741	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650587/SRR6650587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650587/SRR6650587_2.fastq.gz	1134b4641403aad47a30b4b640030627;fdbfce1505d3ca344c94158bd5f9250e		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650587	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650588/SRR6650588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650588/SRR6650588_2.fastq.gz	2160f96d233657722ab29501f0f25961;436c6c089535e428b3cab23f697480a6		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650588	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650589/SRR6650589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650589/SRR6650589_2.fastq.gz	58be042b3ddf6afb1bbf9cd8ade8a9f9;4b2eb6c571e820da5a1028bd28f09d61		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650589	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650590/SRR6650590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650590/SRR6650590_2.fastq.gz	f6a0bb90b1f9566b296a3f9f1471cf3c;6108f137732a250211c3b44cf5ba2bbb		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650590	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650591/SRR6650591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650591/SRR6650591_2.fastq.gz	f102c772b71534e70cf286686d5a45b7;f2f2612d8754ba172c89d63f22f2645e		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650591	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650592/SRR6650592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650592/SRR6650592_2.fastq.gz	7555107227df3c6402725a6ef544d5d9;d44d48b827a28c65e2e0e457e90365ba		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650592	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650593/SRR6650593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650593/SRR6650593_2.fastq.gz	3eafb60199d14741eb954d3adb16e987;9b483483f97ee49ea0bad2b3f73a0bd2		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650593	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650594/SRR6650594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650594/SRR6650594_2.fastq.gz	a33b2dc6c9dac70360083e82c0e09d9b;2ff05661cf14203ff68099dc957e8508		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650594	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650595/SRR6650595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650595/SRR6650595_2.fastq.gz	a46e8002fa467b111c241855cf9170c7;0e74a094c3f3b220123454ff038f84bb		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650595	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650596/SRR6650596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650596/SRR6650596_2.fastq.gz	ac9caa8993bd0b5d7c2334bcbf4e01d7;5e6a4225d47772b60adf0f401732cd73		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650596	SAMN07945743	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650597/SRR6650597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650597/SRR6650597_2.fastq.gz	6187ab8cc7aac9d5736c63ffdb3d77ce;19ce154c5b22b31ee35f5e8542decaf3		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650597	SAMN07945743	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650598/SRR6650598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650598/SRR6650598_2.fastq.gz	0d9a7c9ad8c13f3dd0e24d1dc4d83cd6;51018652caaeb197ef8b3b8b7ea845b2		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650598	SAMN07945743	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650599/SRR6650599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650599/SRR6650599_2.fastq.gz	931cbb192c4a7976b01519669e2ecec4;b1bda571ea1a7cc510d4ffd1771a4a23		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650599	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650600/SRR6650600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650600/SRR6650600_2.fastq.gz	ffde6a672a6fea8c60b7c88098eb8e7b;01c28f7f98172790ada5ae6a10de2c22		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650600	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650601/SRR6650601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650601/SRR6650601_2.fastq.gz	c9a4652cd595f0f855dcd800e78def9b;4f6d6f48cd2087055acdc1180d7993f3		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650601	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650662/SRR6650662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650662/SRR6650662_2.fastq.gz	d011e4862e2319a13d45b65188efc83c;219de1b68ee509ec8a6b85a96e6f315a		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650662	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650663/SRR6650663_1.fastq.gz	4ef2db63fc1b0fcfade9973f3fe4a947		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650663	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945735	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650664/SRR6650664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650664/SRR6650664_2.fastq.gz	890fcdc86f6900f70980821e30176e85;692435d30ed487810d895f3ad6b360f3		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650664	SAMN07945735	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650665/SRR6650665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650665/SRR6650665_2.fastq.gz	00d4e7c179e2f1cab889f2e5f7994ab5;73aef42082e33dcb33a7c5ac04db0ea6		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650665	SAMN07945741	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650666/SRR6650666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650666/SRR6650666_2.fastq.gz	665adf0132d0134585330ae6b9e50a3a;b191d3d73925f079c981e40619aed51b		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650666	SAMN07945741	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650667/SRR6650667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650667/SRR6650667_2.fastq.gz	d6e9e9bac02d120b1d54128186f05bb7;68bfa9556255ca8ef46ff1d6ff4a25a9		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650667	SAMN07945736	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650668/SRR6650668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650668/SRR6650668_2.fastq.gz	86cd2936fb93fa4a0655aa726d86a96a;c8dc16b941a4ba7fbbfdc6afcd36be7a		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650668	SAMN07945736	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650669/SRR6650669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650669/SRR6650669_2.fastq.gz	96f26a709f5b14dd8dadfd5ed33f1443;2a8f5c86604ec04552f5174d97995761		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650669	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650670/SRR6650670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650670/SRR6650670_2.fastq.gz	df107d5e5405c13b1fe066bfaf7b500f;1d9f9c7129db3d86cb3883de83fe23ca		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650670	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945737	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650671/SRR6650671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650671/SRR6650671_2.fastq.gz	751e40f145ba33a8e45fcdb90757a778;787559959b96e3874bf9a76d2d57397f		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650671	SAMN07945737	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650672/SRR6650672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650672/SRR6650672_2.fastq.gz	0352f4bcb94ea62ff210e627028a3d01;460df71732e6be690b5f346260dbf7bd		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650672	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650673/SRR6650673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/003/SRR6650673/SRR6650673_2.fastq.gz	f8e9864ed1d632f1369ce66b5b511c5d;831eba95d382a83c0acafbb95c52b929		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650673	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650674/SRR6650674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/004/SRR6650674/SRR6650674_2.fastq.gz	50967f88eaaf0e3461c58cd3f5598338;f2536b4f0855ea3f72711a098d6f242c		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650674	SAMN07945744	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650675/SRR6650675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/005/SRR6650675/SRR6650675_2.fastq.gz	7765ddd9c2eb9a623eff46fa88d7ae01;a82441c1222b6a76c6aed9f59265e196		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650675	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650676/SRR6650676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6650676/SRR6650676_2.fastq.gz	bbcc32951a32be2f76296c474e83a585;0184d6a792d75def1ecad0bedc8c3ecd		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650676	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945739	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650677/SRR6650677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/007/SRR6650677/SRR6650677_2.fastq.gz	52721dd8546888f283a4d81c5d74b854;20d81a247a7d0d3154c84b31b73d9771		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650677	SAMN07945739	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650678/SRR6650678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/008/SRR6650678/SRR6650678_2.fastq.gz	5a9cdc4184b81a1b61aae51f76854eda;7af04986186bdf67f336da1da19fed8b		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650678	SAMN07945743	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945743	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650679/SRR6650679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/009/SRR6650679/SRR6650679_2.fastq.gz	3ee2eb71f9003e21d503d526165f219a;65b98113fcf3881e949c899eca2a468c		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650679	SAMN07945743	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650680/SRR6650680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/000/SRR6650680/SRR6650680_2.fastq.gz	2daf8deffcbe06a50777c9692756466f;b7bae2d839ecaa8daa43a7cfbb64bf56		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650680	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650681/SRR6650681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/001/SRR6650681/SRR6650681_2.fastq.gz	54c7d82ff03e646940829fe324fc0856;b6ef66023e5cdcb3ede436c1f2540ca0		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650681	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN07945738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650682/SRR6650682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/002/SRR6650682/SRR6650682_2.fastq.gz	94f65ea514815ee76605da4b27f1c69a;3f6104e2a6e870f7444673bdc7de432b		ILLUMINA	Illumina HiSeq 4000		PAIRED	other		SRR6650682	SAMN07945738	Model organism or animal sample from Equus caballus	male	Equus caballus
SAMN10255635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/006/SRR8074196/SRR8074196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/006/SRR8074196/SRR8074196_2.fastq.gz	b15078bbbc5ed8d36c6fdf617ee183d2;76d12a3d8e45dee051ee6893a3893386		ILLUMINA	HiSeq X Ten		PAIRED	PCR		SRR8074196	SAMN10255635	Trotter_pool		Equus caballus
SAMN10255634	ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/007/SRR8074197/SRR8074197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR807/007/SRR8074197/SRR8074197_2.fastq.gz	88db2af305e611cefbb547ed4b79a91d;695215843124e8efa4e39460c36e9395		ILLUMINA	HiSeq X Ten		PAIRED	PCR		SRR8074197	SAMN10255634	Pacer_pool		Equus caballus
